customer_id,trans_date,tran_amount
CS7643,04-06-2014,79
CS8052,11-20-2013,42
CS7763,06-05-2013,22
CS8454,07-27-2014,16
CS8952,07-26-2011,26
CS8336,02-14-2015,35
CS8578,01-03-2012,32
CS7313,06-20-2011,32
CS8314,10-28-2014,11
CS8320,04-04-2014,42
CS8766,08-07-2011,43
CS8367,10-26-2011,63
CS8639,06-10-2014,34
CS7464,05-19-2012,72
CS7817,09-21-2012,60
CS7648,03-25-2012,63
CS7287,12-15-2013,75
CS8090,02-27-2012,69
CS8233,03-01-2015,63
CS8470,06-05-2013,45
CS8091,09-12-2011,74
CS8643,04-20-2013,15
CS8388,01-31-2013,40
CS7161,03-09-2012,78
CS7580,04-20-2012,50
CS7751,05-23-2011,56
CS7286,07-29-2011,75
CS7415,08-05-2012,33
CS7398,04-12-2014,76
CS8419,01-13-2015,72
CS8150,06-30-2013,18
CS7348,07-28-2014,43
CS7335,11-15-2014,16
CS8240,03-10-2014,39
CS7710,12-06-2011,27
CS8260,01-08-2014,78
CS8642,04-25-2013,25
CS7535,08-25-2013,62
CS8295,07-25-2011,12
CS8662,01-11-2014,56
CS7382,05-09-2014,40
CS7430,01-11-2014,59
CS7180,04-18-2013,15
CS7399,11-14-2012,23
CS8200,09-12-2013,34
CS7923,01-06-2014,13
CS8386,07-17-2014,16
CS8593,10-25-2012,39
CS8938,03-26-2012,17
CS7660,12-12-2013,16
CS7237,02-21-2012,25
CS8211,07-05-2014,75
CS8357,11-28-2013,14
CS8788,07-15-2012,10
CS8822,01-08-2013,10
CS7823,02-22-2013,60
CS7571,06-18-2011,12
CS7871,12-17-2011,23
CS7922,04-01-2013,77
CS7385,10-15-2013,51
CS7842,10-22-2011,17
CS8430,08-10-2012,72
CS7844,10-03-2014,76
CS7243,10-27-2012,70
CS7939,04-02-2014,51
CS7396,08-26-2012,58
CS8665,11-18-2014,61
CS7567,05-22-2011,17
CS7367,05-31-2012,78
CS7600,08-21-2012,73
CS7130,11-17-2014,59
CS8865,08-05-2012,47
CS7655,02-06-2014,42
CS8519,06-17-2013,15
CS7625,05-13-2013,54
CS7654,06-25-2013,70
CS7620,05-23-2013,70
CS7448,09-23-2014,56
CS7801,01-01-2013,35
CS8624,12-27-2013,60
CS8195,09-09-2013,23
CS7834,09-18-2012,55
CS7400,04-01-2013,20
CS8274,02-27-2012,46
CS8706,07-05-2012,54
CS7178,07-26-2014,39
CS8538,06-18-2011,66
CS7636,01-07-2015,12
CS7613,03-03-2013,57
CS8098,11-23-2014,74
CS7705,05-28-2011,73
CS8431,12-29-2011,14
CS8027,07-19-2014,72
CS8040,05-25-2014,26
CS7188,03-31-2014,22
CS7617,05-06-2012,63
CS7375,11-09-2014,42
CS7616,12-13-2014,65
CS7210,11-04-2013,34
CS8813,04-21-2014,75
CS8801,03-12-2014,58
CS8898,10-06-2012,57
CS8208,02-01-2013,39
CS7420,06-18-2013,59
CS7486,03-13-2012,32
CS8934,01-17-2014,47
CS7114,09-18-2011,74
CS8413,06-15-2013,23
CS8931,09-23-2012,62
CS8776,11-13-2011,71
CS7965,12-19-2013,75
CS8369,04-15-2012,23
CS8956,04-23-2012,78
CS7204,05-11-2014,63
CS8888,06-28-2013,27
CS8716,08-01-2013,22
CS8293,08-15-2012,50
CS8457,08-02-2011,49
CS8798,12-29-2014,60
CS7254,07-25-2012,71
CS7712,11-07-2014,72
CS8865,07-05-2011,73
CS8672,09-30-2011,29
CS8407,03-20-2014,56
CS8247,03-03-2014,69
CS8871,09-18-2012,36
CS7750,09-17-2011,34
CS7611,06-05-2011,22
CS9000,01-12-2014,16
CS7268,08-30-2014,26
CS7570,12-24-2012,31
CS7580,02-16-2012,15
CS7655,10-07-2014,70
CS7502,02-11-2014,59
CS8358,12-16-2012,54
CS8827,02-07-2014,20
CS8795,11-01-2012,16
CS7276,10-18-2011,25
CS8267,09-18-2013,43
CS8792,01-03-2014,42
CS7945,05-26-2014,64
CS8802,06-12-2013,65
CS7632,09-28-2011,39
CS7247,02-01-2012,32
CS8787,09-22-2014,57
CS8489,06-25-2013,48
CS7189,01-12-2015,27
CS8730,04-05-2013,25
CS7871,10-23-2011,25
CS7377,10-09-2011,45
CS7957,06-09-2011,21
CS8063,07-02-2014,65
CS7387,05-13-2013,44
CS7949,12-19-2014,35
CS7725,09-23-2012,10
CS8037,10-15-2011,50
CS7607,05-17-2013,53
CS8175,10-14-2011,20
CS7344,11-17-2014,59
CS8778,10-07-2012,23
CS8864,05-06-2014,31
CS7826,04-12-2014,68
CS7732,10-17-2013,54
CS8153,08-25-2014,36
CS7194,11-29-2012,67
CS7911,10-29-2013,52
CS8008,06-01-2014,65
CS7125,07-05-2013,51
CS7238,07-06-2013,19
CS7714,09-24-2011,52
CS7757,04-20-2012,62
CS7476,08-26-2012,65
CS8708,09-19-2012,38
CS8548,05-06-2013,51
CS8701,09-03-2012,31
CS8133,03-20-2013,20
CS8006,09-09-2014,67
CS7666,01-25-2015,59
CS8967,11-03-2011,57
CS7674,01-01-2015,11
CS8900,09-02-2013,73
CS8004,06-26-2013,56
CS8332,06-08-2012,73
CS7850,01-08-2013,17
CS7405,08-07-2014,61
CS8895,03-10-2012,59
CS7483,10-04-2014,73
CS7538,07-15-2013,26
CS7400,12-19-2014,15
CS8771,08-29-2011,67
CS7698,01-30-2015,28
CS8654,09-05-2011,37
CS7865,10-26-2012,34
CS7699,02-03-2015,44
CS8808,06-08-2014,78
CS8555,12-05-2011,32
CS7434,02-15-2014,24
CS8221,08-27-2014,63
CS7376,09-24-2012,77
CS7134,04-10-2014,35
CS8226,03-09-2015,63
CS7808,12-04-2011,17
CS8505,04-30-2012,40
CS8408,08-20-2014,35
CS8468,02-10-2012,57
CS8682,05-01-2013,45
CS8224,12-21-2014,71
CS8016,11-03-2011,13
CS7411,12-28-2013,75
CS8789,07-09-2011,58
CS8241,07-19-2013,54
CS7251,03-12-2014,68
CS7466,02-22-2015,40
CS7598,09-18-2011,20
CS8064,02-03-2013,57
CS7996,10-01-2012,61
CS8928,10-07-2013,43
CS7497,10-11-2011,22
CS8036,05-05-2013,10
CS7534,09-08-2013,56
CS8741,12-02-2011,24
CS7119,10-24-2012,71
CS7389,05-27-2014,66
CS7788,12-15-2013,55
CS8364,04-15-2014,25
CS7566,12-31-2012,36
CS7876,10-19-2014,63
CS8713,07-24-2012,40
CS7875,08-19-2012,58
CS7177,08-30-2012,33
CS8373,08-30-2012,40
CS7933,08-29-2013,46
CS7502,10-19-2012,59
CS8946,02-29-2012,67
CS8966,08-04-2011,39
CS8367,03-28-2013,32
CS7129,08-12-2012,71
CS7769,08-21-2013,53
CS8577,05-20-2011,40
CS8887,09-01-2013,67
CS8849,10-16-2014,66
CS7988,02-24-2012,29
CS8284,08-02-2012,47
CS8194,08-30-2011,79
CS8288,04-25-2013,74
CS7495,05-08-2014,45
CS7369,04-03-2014,37
CS8159,08-05-2013,77
CS8024,12-18-2012,58
CS7504,05-05-2012,68
CS8436,06-02-2012,40
CS8526,01-26-2015,48
CS7316,09-29-2012,76
CS7978,03-21-2013,17
CS8556,07-30-2012,65
CS8552,06-29-2013,43
CS8740,11-09-2011,18
CS7217,07-25-2012,42
CS7209,08-15-2011,75
CS8290,10-28-2011,28
CS7597,07-12-2011,49
CS7748,01-26-2013,17
CS7276,04-11-2014,42
CS8302,07-06-2014,27
CS8171,05-15-2014,28
CS7222,06-19-2014,16
CS7507,09-04-2013,63
CS7236,08-28-2011,13
CS7236,07-31-2013,66
CS8930,03-13-2014,79
CS8194,08-21-2012,56
CS8638,10-03-2014,33
CS7931,06-07-2012,68
CS8862,04-18-2012,53
CS7174,02-23-2014,49
CS8834,05-23-2011,16
CS7288,10-29-2011,20
CS7410,02-28-2014,46
CS8158,12-10-2011,60
CS7813,10-01-2011,34
CS8122,07-14-2013,72
CS7223,03-26-2012,28
CS8082,11-24-2014,36
CS8317,08-03-2012,74
CS8656,07-08-2011,50
CS7555,10-23-2012,77
CS7323,06-22-2013,30
CS8123,09-23-2012,56
CS8842,06-11-2011,70
CS7578,09-18-2011,40
CS7192,09-21-2012,64
CS7643,01-14-2013,14
CS8399,12-05-2013,36
CS8983,12-15-2011,75
CS8801,02-02-2015,43
CS8893,01-27-2012,30
CS7492,07-07-2013,51
CS8460,08-27-2011,22
CS8207,05-27-2012,61
CS8423,07-19-2012,28
CS7381,09-27-2013,78
CS7931,05-17-2013,27
CS8895,03-25-2013,11
CS8050,01-07-2013,14
CS8257,07-28-2011,43
CS8069,10-12-2013,76
CS8982,08-09-2011,49
CS8556,11-24-2012,26
CS8525,10-01-2014,30
CS8548,06-07-2014,30
CS8866,02-24-2013,74
CS7572,04-09-2012,33
CS7250,09-24-2012,16
CS8794,04-22-2013,44
CS7437,01-19-2013,29
CS7600,07-12-2011,32
CS8302,12-24-2014,10
CS7703,12-03-2013,17
CS8447,01-15-2013,59
CS8620,03-06-2014,23
CS7202,02-20-2013,67
CS7614,10-14-2014,23
CS7987,05-19-2014,35
CS8549,06-13-2012,19
CS7249,06-11-2011,74
CS8808,12-28-2012,33
CS8349,01-06-2012,70
CS7457,06-14-2012,15
CS7342,02-15-2015,15
CS8019,03-03-2015,53
CS7791,03-16-2015,65
CS8003,02-17-2012,49
CS8537,02-25-2014,22
CS7298,03-19-2014,75
CS7664,03-06-2012,30
CS7980,07-15-2011,59
CS8107,04-15-2014,11
CS8714,04-28-2014,32
CS7908,09-21-2012,58
CS8114,10-30-2011,19
CS8567,03-15-2015,53
CS8978,11-02-2013,30
CS8883,10-31-2011,37
CS8771,11-04-2013,75
CS7319,03-30-2014,36
CS7306,03-12-2015,21
CS8073,01-24-2013,22
CS7983,06-05-2014,47
CS7388,01-30-2015,34
CS7250,05-05-2014,19
CS8242,08-10-2013,12
CS8398,03-18-2014,54
CS8739,05-24-2013,31
CS7987,05-30-2014,48
CS8269,06-21-2014,52
CS8665,12-05-2014,11
CS8176,07-14-2014,68
CS8937,01-23-2014,26
CS7469,03-19-2012,67
CS8426,05-13-2012,39
CS8626,08-23-2012,43
CS8830,12-08-2014,33
CS7937,07-04-2013,28
CS7768,12-03-2014,24
CS8004,06-22-2014,54
CS8976,01-12-2014,42
CS8786,08-17-2013,79
CS8865,06-28-2012,10
CS7330,12-03-2014,54
CS7691,07-29-2011,45
CS7698,08-24-2012,48
CS8328,06-18-2014,54
CS8454,03-15-2014,75
CS8016,07-24-2011,49
CS8033,11-18-2013,24
CS8190,06-18-2014,23
CS8839,08-26-2011,70
CS7387,05-17-2011,11
CS7898,01-08-2013,15
CS7370,08-30-2012,63
CS8622,01-19-2014,63
CS7304,07-15-2012,72
CS7436,04-22-2012,33
CS7982,04-24-2013,19
CS7166,12-08-2014,59
CS7980,05-07-2014,51
CS7766,06-05-2013,34
CS8694,09-23-2012,55
CS8292,11-07-2012,44
CS7313,01-14-2012,60
CS8699,07-18-2011,36
CS7816,05-08-2013,11
CS8437,10-07-2011,35
CS8153,12-20-2012,13
CS8252,06-02-2013,34
CS8370,09-28-2013,27
CS8889,05-21-2014,48
CS8289,10-07-2012,66
CS8481,11-10-2014,17
CS8834,07-16-2014,78
CS7250,07-13-2012,13
CS7285,12-19-2012,35
CS8540,03-01-2014,19
CS8871,05-30-2011,51
CS8646,02-19-2015,12
CS8049,05-29-2011,46
CS8636,04-30-2012,54
CS7419,12-08-2013,20
CS7377,10-21-2012,17
CS8070,03-02-2012,73
CS9000,08-24-2014,35
CS7728,05-02-2014,24
CS7348,05-26-2014,76
CS7244,06-13-2012,59
CS8348,08-12-2014,68
CS7778,02-02-2014,30
CS8266,02-23-2015,73
CS8324,09-17-2013,46
CS7946,12-01-2011,77
CS7728,07-15-2013,29
CS8668,11-06-2013,39
CS8142,06-17-2012,68
CS8855,05-11-2012,58
CS7748,10-07-2012,74
CS7450,11-30-2014,28
CS7873,12-17-2011,77
CS8158,05-07-2012,38
CS7280,12-01-2013,57
CS8986,12-26-2014,64
CS8899,04-05-2013,66
CS7588,10-15-2011,42
CS7625,12-07-2012,44
CS8604,11-04-2014,43
CS7493,08-15-2014,13
CS8341,01-04-2012,57
CS8468,07-23-2014,24
CS7439,07-19-2014,21
CS8649,01-02-2014,56
CS7967,03-21-2014,34
CS7308,10-29-2012,67
CS7364,05-02-2014,73
CS8318,06-29-2014,33
CS7368,03-12-2015,70
CS7620,04-04-2013,11
CS7384,06-30-2013,79
CS8232,07-13-2011,71
CS7198,02-24-2014,52
CS7895,05-15-2012,26
CS7113,10-08-2012,26
CS8481,08-01-2014,45
CS8826,06-09-2011,63
CS8663,01-02-2015,46
CS7857,01-26-2014,46
CS8393,10-10-2011,24
CS7690,05-30-2014,33
CS7406,05-20-2011,16
CS7376,02-22-2012,58
CS7609,05-02-2013,72
CS8048,02-24-2015,68
CS8497,02-27-2012,18
CS8707,12-18-2012,78
CS7237,06-08-2011,58
CS7317,05-26-2012,79
CS7219,01-05-2015,17
CS7470,10-01-2013,35
CS7810,07-19-2014,62
CS7385,10-03-2011,37
CS8445,03-25-2014,51
CS8372,12-21-2013,34
CS8067,04-29-2012,26
CS7510,10-28-2012,72
CS7989,11-20-2013,12
CS7419,10-04-2014,76
CS7647,07-21-2013,24
CS8624,01-20-2012,66
CS7380,11-05-2011,63
CS7317,06-14-2014,77
CS7465,12-17-2012,16
CS8716,12-13-2012,58
CS8112,04-25-2013,11
CS8611,12-22-2013,20
CS7657,10-30-2012,29
CS7215,11-05-2011,32
CS7171,06-09-2014,23
CS7769,08-25-2013,37
CS7873,12-22-2013,29
CS7247,06-25-2011,42
CS8946,02-06-2014,24
CS8966,08-31-2013,27
CS8180,07-05-2011,20
CS8982,03-11-2012,19
CS8621,07-13-2013,10
CS8014,10-17-2013,69
CS7215,06-24-2013,28
CS7502,04-16-2013,71
CS7163,07-05-2012,74
CS7226,03-22-2013,31
CS9000,07-15-2013,76
CS8772,11-01-2011,15
CS7138,01-13-2015,67
CS8854,10-04-2013,26
CS7676,01-14-2014,42
CS8756,01-21-2013,63
CS7812,02-23-2015,14
CS8253,04-19-2014,10
CS8476,12-23-2013,25
CS8512,11-07-2014,49
CS8118,01-08-2014,40
CS8460,06-12-2014,49
CS7996,07-25-2011,20
CS8179,11-02-2014,79
CS7677,07-01-2014,20
CS7351,09-10-2011,33
CS7497,09-19-2011,14
CS7459,10-12-2011,45
CS7388,07-26-2012,38
CS8740,12-02-2013,17
CS7868,04-23-2014,62
CS8793,09-12-2012,61
CS8512,12-24-2011,62
CS7390,01-23-2012,58
CS8223,08-02-2011,44
CS7766,10-24-2013,55
CS8696,12-24-2013,64
CS8576,12-01-2013,51
CS8728,10-11-2013,15
CS8208,01-18-2012,56
CS7693,10-23-2013,19
CS7403,11-09-2011,72
CS8850,08-22-2011,61
CS8367,02-21-2012,49
CS7182,06-15-2014,66
CS8620,05-07-2012,20
CS8165,07-21-2014,14
CS7187,07-27-2012,54
CS8284,05-20-2013,73
CS8257,05-29-2011,71
CS8004,06-06-2011,61
CS8213,02-09-2013,18
CS7187,02-26-2013,45
CS8423,02-02-2013,62
CS7288,07-01-2011,60
CS8914,06-30-2013,42
CS7335,03-13-2014,75
CS8599,12-28-2012,34
CS7274,02-19-2015,72
CS7237,12-25-2013,46
CS7394,01-25-2013,49
CS8330,03-10-2012,49
CS7669,08-26-2013,78
CS7946,11-05-2013,45
CS7489,05-24-2014,11
CS8038,11-15-2013,28
CS7921,04-17-2013,21
CS7165,12-08-2011,19
CS7920,11-22-2012,45
CS8838,05-15-2014,73
CS8300,04-17-2012,32
CS7958,01-26-2013,39
CS7630,03-10-2012,59
CS7610,05-18-2011,21
CS8121,07-16-2013,33
CS8486,02-26-2012,73
CS8920,02-20-2015,72
CS7857,02-16-2013,17
CS7370,07-19-2014,24
CS7175,01-09-2014,22
CS7343,11-16-2012,60
CS8122,10-28-2011,41
CS8253,05-02-2014,42
CS8455,03-29-2012,35
CS8285,12-08-2012,41
CS7316,10-23-2011,39
CS8353,12-26-2013,73
CS8503,03-02-2012,47
CS7891,11-27-2013,23
CS8456,09-01-2011,53
CS7552,02-26-2012,41
CS7271,09-10-2012,27
CS8613,10-27-2014,72
CS8556,09-01-2011,44
CS8909,09-02-2012,10
CS8741,07-25-2011,43
CS8411,07-03-2014,73
CS7541,10-31-2013,27
CS8978,12-09-2011,12
CS8125,04-10-2013,27
CS8027,03-03-2013,50
CS7922,03-16-2013,79
CS8155,04-04-2014,43
CS7703,07-30-2012,23
CS7531,10-19-2012,23
CS7203,06-15-2011,48
CS7826,07-26-2012,37
CS8091,06-08-2012,25
CS8591,01-08-2014,48
CS7314,08-12-2012,63
CS8444,08-31-2013,70
CS7965,04-30-2013,75
CS8490,04-10-2012,57
CS7142,03-30-2014,57
CS8894,02-27-2015,44
CS7184,09-24-2012,54
CS8953,06-22-2014,55
CS8453,08-28-2014,20
CS7873,12-07-2013,29
CS8026,12-20-2012,39
CS7123,06-16-2014,23
CS8415,07-11-2011,38
CS8652,03-02-2014,27
CS7945,06-01-2012,75
CS7805,11-02-2014,34
CS7309,01-04-2014,72
CS8505,12-29-2013,26
CS8793,11-28-2012,64
CS8135,11-16-2012,38
CS8853,09-12-2014,79
CS7206,02-07-2014,66
CS8792,03-31-2014,49
CS7664,12-21-2012,43
CS8766,11-03-2012,15
CS7970,08-08-2011,51
CS7820,02-06-2012,26
CS7878,01-20-2013,61
CS8466,08-31-2012,40
CS7782,10-30-2014,29
CS8790,08-26-2011,56
CS8833,05-29-2013,52
CS8064,11-05-2014,52
CS7322,08-12-2012,78
CS7519,07-27-2012,73
CS8551,08-25-2012,16
CS7181,10-28-2012,48
CS7628,01-15-2014,41
CS7779,07-19-2013,63
CS8193,09-22-2011,66
CS7332,12-25-2013,63
CS8319,10-25-2014,48
CS8899,06-16-2014,41
CS8121,12-27-2014,66
CS7202,08-25-2013,12
CS7252,11-07-2012,74
CS8113,07-29-2013,21
CS8646,12-29-2014,40
CS8505,02-22-2012,31
CS7833,01-08-2015,53
CS8468,08-16-2011,22
CS7128,03-23-2014,32
CS8845,02-05-2014,46
CS7545,07-05-2013,26
CS8426,12-18-2011,15
CS8292,08-25-2012,54
CS7441,07-04-2014,22
CS8276,10-27-2013,58
CS8435,05-13-2012,16
CS7223,05-07-2012,73
CS7726,07-23-2014,26
CS8914,10-19-2011,58
CS7399,03-23-2012,17
CS8834,02-26-2012,16
CS7350,01-28-2013,32
CS8284,05-21-2013,67
CS7247,02-24-2013,46
CS8329,04-09-2013,40
CS7630,03-16-2012,32
CS8082,11-20-2011,60
CS8935,01-22-2013,73
CS7569,08-14-2012,49
CS7612,01-20-2013,60
CS8613,09-22-2012,77
CS8394,10-08-2014,69
CS8600,02-23-2015,50
CS8441,02-18-2015,28
CS8924,06-05-2011,22
CS8711,04-20-2012,61
CS7909,06-27-2012,26
CS7780,02-07-2012,57
CS7293,06-19-2014,35
CS8185,12-14-2012,28
CS7677,11-02-2011,41
CS8588,01-22-2013,79
CS8113,03-10-2015,37
CS7946,12-18-2011,50
CS7360,08-03-2013,17
CS8341,10-16-2012,39
CS7442,11-05-2013,72
CS8803,08-21-2014,69
CS8740,12-08-2012,79
CS8252,03-01-2013,17
CS7558,11-16-2013,44
CS8106,01-24-2013,54
CS8507,12-05-2011,69
CS8953,12-08-2014,43
CS7947,05-28-2011,65
CS8703,08-27-2014,72
CS7169,08-05-2014,75
CS7221,06-07-2011,51
CS7435,01-29-2015,72
CS8602,04-30-2012,17
CS8656,09-24-2013,68
CS8395,07-07-2011,76
CS8484,03-07-2012,36
CS7865,04-02-2012,56
CS7948,05-26-2012,36
CS8191,08-22-2011,26
CS7408,09-17-2011,18
CS8325,11-20-2013,60
CS7173,05-25-2013,26
CS7550,11-06-2014,41
CS8865,08-07-2011,51
CS7393,06-14-2011,37
CS7998,01-03-2014,10
CS8630,09-10-2014,10
CS8539,01-14-2012,22
CS8239,01-29-2014,22
CS7871,03-04-2014,77
CS8202,11-05-2014,29
CS7344,11-18-2014,76
CS8817,05-05-2012,16
CS7428,06-08-2013,10
CS8370,03-06-2015,56
CS7667,08-15-2011,41
CS8494,01-15-2014,16
CS7829,05-24-2013,37
CS7827,03-04-2013,17
CS7236,02-02-2015,19
CS8850,08-06-2012,10
CS8672,11-30-2012,65
CS8786,08-02-2014,10
CS8258,12-06-2013,29
CS8127,06-19-2013,41
CS8594,07-14-2013,52
CS8944,09-17-2011,43
CS8550,08-03-2014,54
CS8999,01-06-2012,25
CS8317,03-04-2015,21
CS7728,07-13-2014,24
CS8492,05-03-2013,27
CS7403,08-22-2013,13
CS7337,02-08-2015,24
CS8731,08-11-2011,75
CS8168,04-07-2012,22
CS7808,05-20-2012,76
CS8106,11-22-2011,51
CS8339,04-27-2013,67
CS7293,08-08-2014,77
CS7555,06-22-2014,53
CS8056,09-11-2011,65
CS7796,08-07-2014,41
CS7283,01-08-2015,12
CS8394,05-08-2014,18
CS8632,12-03-2013,55
CS7815,05-26-2011,38
CS7713,08-23-2014,13
CS8560,05-23-2011,67
CS8455,01-03-2015,36
CS7801,09-27-2011,11
CS8400,07-20-2011,75
CS8794,05-18-2013,55
CS8506,12-18-2014,54
CS8847,11-21-2013,24
CS7766,04-30-2013,64
CS7731,06-06-2012,57
CS8043,06-19-2011,27
CS8597,12-22-2012,76
CS7743,06-10-2011,10
CS8415,12-29-2013,41
CS8031,02-07-2015,19
CS7135,08-28-2012,33
CS8678,07-12-2011,49
CS7956,06-08-2011,10
CS8701,11-07-2011,21
CS7509,10-21-2014,34
CS8870,06-15-2011,50
CS7467,07-25-2013,67
CS7611,03-08-2012,59
CS7661,06-16-2011,74
CS8307,10-01-2011,21
CS8063,07-24-2013,55
CS8223,04-14-2014,67
CS8946,05-28-2013,27
CS8563,12-21-2013,45
CS8717,10-23-2011,47
CS8362,09-13-2012,58
CS8490,05-08-2013,53
CS7450,02-28-2014,63
CS8139,04-24-2014,23
CS7676,03-21-2013,15
CS8546,09-25-2014,21
CS8704,10-24-2014,77
CS7811,10-16-2014,63
CS8592,05-21-2014,15
CS7649,06-25-2013,68
CS7989,03-25-2014,18
CS7653,05-28-2011,71
CS7935,04-19-2013,12
CS7369,08-05-2013,37
CS8609,08-12-2012,13
CS8659,06-23-2014,50
CS8468,12-03-2014,65
CS8025,08-12-2011,25
CS7437,05-14-2012,60
CS7838,02-04-2014,48
CS8487,11-14-2014,17
CS8435,11-18-2012,65
CS8589,12-28-2014,48
CS7387,12-14-2012,34
CS7362,10-24-2014,65
CS8103,02-09-2015,22
CS7862,08-21-2012,39
CS7775,02-24-2014,60
CS7983,02-23-2013,44
CS7237,08-08-2014,33
CS7947,11-10-2013,73
CS8262,04-18-2012,44
CS7497,09-15-2014,75
CS8670,03-18-2012,13
CS8183,11-14-2013,28
CS7485,05-28-2012,35
CS7676,09-26-2014,39
CS7573,01-01-2015,45
CS7369,02-09-2013,46
CS7523,03-14-2012,60
CS7120,04-24-2013,50
CS8727,10-26-2012,40
CS8875,02-16-2012,15
CS8316,03-28-2014,65
CS8877,12-26-2013,12
CS8399,06-22-2014,26
CS8957,05-26-2013,75
CS8782,05-04-2014,71
CS8422,11-11-2012,35
CS8841,08-10-2014,74
CS7846,04-30-2014,38
CS8569,11-22-2011,15
CS8391,09-23-2013,34
CS8426,10-18-2012,65
CS8005,11-18-2011,54
CS8541,09-27-2013,65
CS7565,06-01-2014,58
CS7384,10-20-2014,54
CS8816,08-16-2012,60
CS7171,03-15-2015,16
CS7397,02-21-2013,36
CS7752,01-28-2012,44
CS8287,01-01-2014,33
CS7227,12-08-2014,75
CS8880,06-06-2014,67
CS7412,08-07-2014,36
CS8445,08-23-2014,67
CS8042,04-05-2014,75
CS8918,08-04-2011,36
CS7294,02-10-2015,26
CS7769,04-06-2013,67
CS8747,04-24-2014,48
CS7917,07-02-2011,11
CS8719,05-24-2014,79
CS8985,08-02-2014,46
CS7992,09-08-2011,19
CS8735,05-27-2013,69
CS7635,11-07-2013,50
CS7783,08-02-2012,73
CS8538,09-02-2012,58
CS7804,12-23-2011,65
CS8569,12-10-2014,60
CS7789,07-19-2012,66
CS7574,08-07-2012,67
CS7792,03-21-2013,29
CS8296,09-05-2012,48
CS7905,06-12-2011,71
CS8156,03-26-2014,67
CS7157,02-23-2015,28
CS8098,10-02-2011,73
CS7510,08-28-2013,38
CS7269,07-19-2012,29
CS7460,04-19-2014,59
CS7159,09-29-2012,35
CS8339,03-11-2012,32
CS7420,08-04-2013,26
CS8693,01-23-2014,25
CS8483,04-19-2014,37
CS7807,10-21-2014,39
CS8985,04-01-2013,18
CS7855,10-05-2012,11
CS8124,08-01-2011,40
CS8584,02-01-2014,71
CS8484,09-08-2012,54
CS7265,04-22-2013,26
CS8878,02-15-2013,69
CS8158,09-09-2014,42
CS8227,02-14-2014,53
CS7739,12-06-2013,14
CS7214,01-10-2014,30
CS8756,07-28-2011,11
CS8234,08-18-2013,51
CS8657,02-27-2012,63
CS8486,07-14-2011,56
CS7940,10-14-2012,38
CS8813,09-19-2012,19
CS7481,06-10-2011,69
CS7696,11-16-2012,28
CS8413,07-23-2011,39
CS8187,11-16-2014,27
CS8925,04-08-2014,11
CS7823,11-26-2013,56
CS8381,07-26-2011,58
CS8195,03-10-2013,19
CS7189,08-13-2014,48
CS8379,01-28-2015,35
CS8062,02-08-2012,11
CS7773,09-05-2014,61
CS8126,12-09-2014,26
CS8547,11-30-2013,21
CS7153,10-04-2011,16
CS7410,04-23-2013,33
CS7339,02-08-2014,29
CS8169,06-30-2014,59
CS8623,11-25-2013,11
CS8161,07-25-2012,60
CS7146,05-22-2014,56
CS7664,03-03-2015,56
CS8053,10-30-2012,11
CS8467,01-20-2012,19
CS8188,07-16-2011,62
CS7695,05-26-2011,41
CS7849,09-26-2013,14
CS8894,09-05-2014,45
CS7137,09-03-2012,75
CS8337,08-10-2013,36
CS8202,10-30-2011,76
CS7250,04-18-2014,18
CS8868,08-12-2013,43
CS8373,11-11-2012,30
CS8903,08-24-2014,45
CS7837,02-12-2014,63
CS8050,04-07-2013,77
CS8635,05-27-2013,56
CS8809,01-21-2013,11
CS8657,03-26-2013,77
CS7603,05-01-2013,53
CS8930,10-26-2014,35
CS7901,05-10-2013,63
CS7989,11-12-2014,31
CS7334,06-17-2012,69
CS7501,01-16-2013,38
CS7962,05-19-2012,15
CS8666,11-12-2011,59
CS8075,08-31-2013,18
CS7448,08-03-2011,43
CS8809,11-20-2013,27
CS7217,01-29-2013,38
CS7655,03-01-2012,33
CS8413,04-12-2012,19
CS8695,06-12-2012,47
CS8866,09-21-2011,73
CS8588,10-20-2012,58
CS7267,11-22-2011,31
CS8377,12-02-2014,17
CS8315,06-08-2014,45
CS7421,09-08-2013,19
CS8775,09-30-2013,11
CS7819,10-06-2011,63
CS8124,10-24-2012,27
CS7417,03-29-2014,31
CS7295,02-10-2013,64
CS7690,07-29-2013,61
CS7776,11-05-2013,51
CS8392,10-26-2011,10
CS7649,12-19-2012,65
CS7260,08-26-2012,18
CS7757,04-24-2013,42
CS7542,10-18-2012,23
CS8027,01-24-2012,17
CS8646,05-27-2014,32
CS7609,07-17-2011,37
CS7865,04-29-2014,58
CS7671,11-07-2013,60
CS7483,01-27-2013,28
CS7967,09-08-2012,49
CS8991,05-15-2014,70
CS8723,12-02-2014,20
CS7503,04-17-2013,61
CS7280,10-23-2014,59
CS8063,05-23-2013,56
CS7781,11-30-2012,56
CS7951,04-06-2013,28
CS7330,02-17-2015,32
CS7944,03-17-2013,22
CS8613,10-26-2014,62
CS7718,11-05-2014,54
CS7812,04-27-2012,43
CS7887,03-16-2012,56
CS7604,11-28-2012,22
CS8780,07-23-2011,60
CS7815,12-19-2011,54
CS7379,02-14-2014,27
CS8965,10-30-2013,50
CS8635,01-21-2013,19
